authorId,author
2057291545,C. Berger
4558144,Y. Braw
77401987,Alexis D. Souchet
73456251,Stéphanie Philippe
1790872,D. Lourdeaux
30958782,Laure Leroy
2335277667,Francisco Muñoz-Leiva
2301630885,Leran Zhang
2301581434,Nora Hollenstein
146606023,Erdem Gelec
2326173844,Stefan Lindenlaub
2265036480,Ksenia Ryseva
2264302127,Artem Kovalev
2333020784,Vladislav Pedashenko
2289003190,Diane M. Strong
2248012118,Fiona Nah
2284665100,Izak Benbasat
2256194937,John M. Carroll
2308507021,Dennis F. Galletta
2247852951,Shirley Gregor
2248091982,Jenny Preece
1781819,G. Salvendy
2237365804,Ben Shneiderman
2288532735,Jane Webster
2247858336,K. K. Wei
2247820595,Richard Johnson
2257741,A. Kankanhalli
2248091680,Eleanor Loiacono
1768730683,Anne E Massey
2248092395,Gregory Moody
2103322,S. Petter
2247971461,Lionel Robert
2298306,N. Tractinsky
2247764839,Mun Yi
1401820339,Miguel I. Aguirre-Urreta
2248068781,Ricardo Buettner
2248046859,Langtao Chen
2247963237,Christy M.K. Cheung
2285190359,C. Chua
47671236,M. Davern
2285262499,Andreas Eckhardt
2237735,Brenda L. Eschenbrenner
2071461721,James Gaskin
3226457,Matt Germonprez
2249167002,Y. Guo
2247836655,Khaled Hassanein
2248093052,Yi-Cheng Ku
2262798827,Yuan Li
2167095031,Jianqiang Mao
2248073515,Scott McCoy
3191923,Robert F. Otondo
2199977606,René Riedl
2237295289,S. Schiller
2247814678,Christoph Schneider
1775157,Horst Treiblmaier
2237299593,Meiyun Zuo
9249357,C. Jyotsna
47497899,J. Amudha
50674696,A. Ram
2940201,G. Nollo
2271994538,Megan Andrews
2343276,R. Setchi
152663807,R. Gawande
74255936,Sumit Badotra
52075099,Ali Nirabi
2053079867,Faridah Bt Abd. Rahman
144722450,M. Habaebi
2856566,K. Sidek
2165209997,Siti Hajar Binti Yusoff
2297052297,Dharmendra Kumar
82052437,S. Rana
2296649507,Kumari Rekha
2297000378,Hari Mohan
2296999427,Prasad Sinha
2220619990,Huimin Huang
2150926084,Rui Li
1519065470,Junsong Zhang
32196861,V. Votaw
38930181,Elena R Stein
2053050131,E. Claus
3434433,K. Witkiewitz
2260414609,燕 郑
116859319,Rutger Stuut
2320795132,Christian P. Janssen
2274308478,Stefan Van der Stigchel
1753232579,E. van Doorn
1733435,Prapaporn Rattanatamrong
2220459409,Jarunchai Srisawat
35514166,Thapana Boonchoo
1666444959,J. Haga
2016115720,Rajendra Kunwar
147851577,Prof.Dr. Huseyin Uzunboylu
2273146638,Camille S. Corre
2273146442,Melissa Bambery
2271445971,Christopher Bennett
2271879174,Amanda Nagy
2325531848,Ellen Winter
2215779681,Cary Peregoy
2271598847,Daniel Kelly
123013199,Haley Andonian
2215776784,Stacy Maciel
2325535440,Catherine Becker
2325532622,Florian S. Eichler
2311996413,Yini Fang
2312170344,Jingling Yu
2311974260,Haozheng Zhang
7287254,R. V. D. Lans
2311891310,Bertram Shi
5973968,Zahide Pamir
2134022,C. Bauer
2303202113,Daniel D Dilks
39698949,Angela Radulescu
20928097,B. van Opheusden
17026067,Frederick Callaway
1799860,T. Griffiths
3325232,James M. Hillis
2189314722,Xin Zhang
5880629,S. Micheletti
1396975660,I. Tesic
3576650,E. Fazzi
1490981600,Jason Helbing
1455957080,Melissa L.-H. Võ
1894330,Brooke E. Wooley
40632598,S. Bellman
3716380,Nicole Hartnett
50321725,A. Rask
2049904,D. Varan
122074256,Coral Cenizo
2290627655,Nick Hunt
2132588816,Jifeng Guo
2111843125,Wenbo Sun
1996220925,Zhiqi Pang
,Yuxiao Fei
2144838677,Yu Chen
2327353154,Coral Cenizo
7662518,Jordana Wynn
3250400,Zhong-Xu Liu
2212589,J. Ryan
32092718,Emily J. Allen
1398424649,Ghislain St-Yves
2115665267,Yihan Wu
2119508,Jesse L. Breedlove
3922347,Logan T Dowdle
120330242,B. Caron
2712614,F. Pestilli
48704346,I. Charest
49945926,J. B. Hutchinson
2689972,Thomas Naselaris
1912661,Kendrick Norris Kay
2134205832,Alae Eddine El Hmimdi
1725167,Themis Palpanas
2284250730,Zoï Kapoula
3230622,Paul Prasse
2140997522,D. R. Reich
82297978,Silvia Makowski
1751348,T. Scheffer
2060148121,L. Jäger
2147436899,Congying Fang
2294441747,Riken Homma
2295172899,Tianfu Qiu
2321211059,Qikang Zhong
2298371137,Brandon R. Ro
2298371381,Hunter Huffman
122539646,T. Božović
3424755,E. Hinckson
2060446594,T. Stewart
150234704,M. Smith
2269038033,Spencer Mattingly
2143125222,Jessica Wilhelm
2269039019,Danielle Hemingson
2208953735,Shannon N. Curran
153461876,Audra F. Schaefer
10433576,Negar Etemadyrad
2296657819,Yuyang Gao
2309362757,Sai Manoj Pudukotai Dinakarrao
2309440239,Liang Zhao
52204921,S. Vriend
2295511837,Sandeep Vidyapu
2295512305,Amer Rama
2295602716,Kun-Ting Chen
2238760849,Daniel Weiskopf
2213566386,Giuseppe Cartella
3468983,Marcella Cornia
1896593,Vittorio Cuculo
1411402819,Alessandro D’Amelio
2288258093,Dario Zanca
143648851,Giuseppe Boccignone
1741922,R. Cucchiara
2225551885,Yifei Zhang
2257346836,Siyi Gu
2257038621,Bo Pan
7583867,Guangji Bai
2257374792,Xiaofeng Yang
2253942086,Liang Zhao
2279463066,Liang Zhao
2110239221,Chongyan Chen
1845917958,Samreen Anjum
2028946,D. Gurari
2149277865,Md Ibrahim Khalil
2233340031,Muhammad Affan Abbas
1967323,Nachiappan Valliappan
2233239246,Shaolei Shen
2233231154,Xinyu Ye
2065004224,Kai Kohlhoff
153146760,Ju He
34432092,Siyi Gu
2157887017,Junji Jiang
2151797416,S. Hong
2145103541,Dazhou Yu
144000223,Liang Zhao
2113204748,Tong Sun
2143943979,Fangzhi Xu
144562160,Qika Lin
40478976,J. Liu
2145417611,Lingling Zhang
2153707350,Tianzhe Zhao
51255954,Qianyi Chai
1452348450,Yudai Pan
2068473088,R. Bhatt
47177956,Fenglei Fan
144561629,Mengzhou Li
39586294,Fei Wang
2624671,Rongjie Lai
2130380895,Ge Wang
51235014,Ekta Sood
2129454330,Fabian Kögel
40199896,Philippe Muller
144658348,Dominike Thomas
51251584,Florian Strohm
47887830,Prajit Dhar
25263842,Aisha Urooj Khan
2077580009,Hilde Kuehne
2064921899,Kevin Duarte
2056157586,Chuang Gan
1700665,N. Lobo
145103012,M. Shah
2148956730,Fei-Yue Wang
2256725577,Rongjie Lai
2297174418,Wael Y. Alghamdi
2157210550,Ping Zhang
2206117179,Mengnan Xu
2128159011,Ziyan Zhang
2088908371,Pan Gao
2155700680,Jing Zhang
2138098317,I.Yu. Diachenko
117817144,S. Kalishchuk
2314497089,M. Zhylin
2191156039,Andriy Kyyko
2190454767,Yuliya S. Volkova
46605035,Dongdong Ma
46515144,Lili Dong
47210666,Wenhai Xu
2057540752,Aiping Yang
2182169127,Simeng Cheng
2209582765,Shaoheng Song
2110140712,Jinbin Wang
143780023,Zhong Ji
2057013767,Yanwei Pang
1898752,Jiale Cao
2163788769,Shaohong Pan
2152601878,Yue Song
2109238637,Hao Tang
1429806753,N. Sebe
145200778,Wei Wang
2075973960,Timothy Adamson
2064798690,Debasmita Ghose
2047552847,Shannon Yasuda
2051972948,Lucas Jehu Silva Shepard
121385620,Michael A. Lewkowicz
2051972010,Joyce Duan
1792053,B. Scassellati
2075375099,Fuming Sun
1491278417,Pengfei Ren
2055464733,Bo Yin
2595425,Fasheng Wang
2579920,Haojie Li
2145734567,Xin Zhao
2135372589,Jianxun Lou
2175924800,Xinbo Wu
2145899924,Yingying Wu
30579752,Lucie Lévêque
2214839505,Xiaochang Liu
152111525,Pengfei Guo
2408885,Yipeng Qin
1745028,Hanhe Lin
1775428,D. Saupe
2118959398,Hantao Liu
66316790,M. Tliba
2100127367,M. A. Kerkouri
1395725948,Bashir Ghariba
1731831,A. Chetouani
7660372,A. Coltekin
2154832823,Mohamed Shehata
2044319740,Dongqing Wu
2152838787,Lei Zhang
2054124541,Delu Zeng
2041969628,Stéphane Lancette
1742394029,Jinglu Zhang
119404950,Morgan Moore
2067350428,Ville P. Ward
145856470,Jian Chang
2172217416,Bonan Kou
2218848142,Shengmai Chen
2108157560,Zhijie Wang
2193640276,Lei Ma
2172009562,Tianyi Zhang
3263403,Bonita Sharif
1725171,Collin McMillan
2214202428,Beatriz Paula
2109470364,Xiaoqiang Yang
2146208089,Han-Dong Zhang
2328417302,Manuele Lucchi
2303850502,Rita Cucchiara
72188413,Zhongxu Hu
2212029463,Yuxin Cai
2186437562,Qinghua Li
2287009847,Kui Su
2190114905,Rong Quan
2312026271,Yantao Lai
2311442628,Mengyu Qiu
2311403612,Dong Liang
25777312,Conor Kelton
143859272,A. Balasubramanian
2054897777,Rishi Agrawal
2298909547,Thomas Langerak
11142444,Eth Zürich
2238018816,Switzerland
2239205036,Christoph Gebhardt
2167843268,Christian Holz
152723527,S. Christen
1591161910,Mert Albaba
51123134,Qiaomu Miao
1816769252,Alexandros Graikos
2304894485,Jingwei Zhang
2279566980,Dimitris Samaras
47559953,Fares Abawi
40360280,Di Fu
2259922920,Stefan Wermter
2283307253,Hamed R. Tavakoli
2063973671,A. Oulasvirta
50651430,Mengtang Li
2117122199,Jie Zhu
2292595416,Zhixin Huang
2285631779,Chao Gou
2296566207,Dat Viet Thanh Nguyen
2137810407,A. Tran
35204044,H. Vu
2269462407,Cuong Pham
2125723000,Minh Hoai
2209630670,Suleyman Ozdel
2295987607,Yao Rong
2276517983,Yen-Ling Kuo
2296233998,Xi Wang
2152638957,Ashish Verma
144789994,Debashis Sen
2275969099,Penghao Wu
2275940976,Saining Xie
2275181270,Peizhao Li
2275304133,Junfeng He
2275603136,Gang Li
2275056327,Rachit Bhargava
2275187005,Youwei Liang
2275057174,Hongxiang Gu
39751463,Venky Ramachandran
1705177,G. Farhadi
2275058464,Yang Li
2575582,Vidhya Navalpakkam
2257044862,Rahul Jain
2214757731,Jingyu Shi
2261082397,Andrew Benton
2261082563,Moiz Rasheed
2257037244,Hyungjun Doh
32740529,Subramanian Chidambaram
2150139980,Karthik Ramani
2415453,Corey J. Bohil
2159245189,Ashley Phelps
2255075493,Joseph Schmidt
121086293,Xiangjie Sui
2256783992,Yuming Fang
151482176,Hanwei Zhu
2136354271,Shiqi Wang
2054439565,Andrew Fuchs
2174176466,A. Passarella
2060071082,M. Conti
2108997329,Jason Li
47969823,Nicholas Watters
2197529047,Yingting Wang
34160417,H. Sohn
39695775,M. Jazayeri
2147265300,Zhiwei Ding
2192519819,Xuezhe Ren
145316303,Erwan J. David
2066787605,Gabriel Kreiman
2418491,Mengmi Zhang
2107917039,Yaxuan Wang
2035562190,Zhixin Zeng
7345195,Qijun Zhao
5320216,Baihan Lin
2567959,Kepei Zhang
47632488,Meiqi Lu
2189890254,Zheng Lu
152899302,Xuetao Zhang
2395315,T. Langerak
121539584,Mert Albaba
40477738,Christoph Gebhardt
1466533438,Otmar Hilliges
1411012023,Sara Marques-Villarroya
2439331,J. C. Castillo
2003449437,Juan José Gamboa-Montero
2176451754,Javier Sevilla-Salcedo
1853452,M. Salichs
46206249,Maurice Koch
69863469,D. Weiskopf
47860605,Ryan Anthony J. de Belen
2094175297,T. Bednarz
145313633,A. Sowmya
1947172233,Melanie Sclar
2050022088,S. Vita
3985471,G. Solovey
1739490,A. Passarella
2288804757,M. Conti
47786295,Jie Li
2118502389,Ling Han
2111387570,Chong Zhang
2764166,Qiyue Li
2141338587,Zhi Liu
2817435,Masashi Nishiyama
2093681672,Michiko Inoue
143805337,Y. Iwai
46276358,Jie Li
2143528421,Cong Zhang
9222228,Shreya Ghosh
1735697,Abhinav Dhall
145684318,Munawar Hayat
1849493,Jarrod Knibbe
2143639736,Q. Ji
2342453,Wentao Bao
2116045976,Qi Yu
1798119797,Yu Kong
48283085,Xiaocong Chen
2082966,Lina Yao
2107924437,Xianzhi Wang
1735962,Aixin Sun
2402302,Wenjie Zhang
1713128,Quan Z. Sheng
143889690,Ran Shi
47949448,Gongyang Li
67321830,Weijie Wei
2142867508,Xiaofei Zhou
37066739,Zhi Liu
2107931639,Sohee Park
2078316279,Arani Bhaacharya
1691843,Samir R Das
2156145107,Lu Zhang
1519062024,Jianming Zhang
145527707,Zhe L. Lin
41193203,R. Měch
2145948807,You He
40947826,Sonia Baee
8749487,Erfan Pakdamanian
145539724,Inki Kim
48521935,Lu Feng
2004053,Vicente Ordonez
2090936050,Laura Barnes
34567611,Yuan Yuan
2036585936,Hailong Ning
2112632528,Bin Zhao
2260779751,Enrico Bonsu
2260780625,Prof. dr. A. Plaat
2260776198,D. W. Kosters
2267257108,A. Harrington
3175948,Vasha Dutell
2238630008,M. Hamilton
2238629397,W. T. Freeman
2267257149,R. Rosenholtz
2324683230,Yujia Wang
2268352400,N. Dodgson
2308539865,Licong Liu
2331456769,Zixin Zheng
2331441468,Jing Huang
51101462,Indre Pileckyte
2252668642,Salvador Soto-Faraco
2256327153,Mansi Sharma
2328518379,Camilo Andrés Martínez Martínez
46764989,B. Wirth
2211439167,Antonio Krüger
2256153585,Philipp Müller
2498558,Dietlind Helene Cymek
91764631,Katharina Duecker
2253223020,Kimron L. Shapiro
2265390777,S. Hanslmayr
2238372602,Benjamin J. Griffiths
47304516,Yali Pan
2296696880,Jeremy Wolfe
2324833305,Ole Jensen
1719481792,Baosheng James Hou
2319072411,Rulu Liao
2247922398,Robin Welsch
2264242701,Sven Mayer
2055814992,Yonatan Stern
2284663678,Ophir Netzer
2248494120,Danny Koren
1734152972,Yair Zvilichovsky
3310977,Uri Hertz
2258268783,Roy Salomon
2214755554,Mohamad El Iskandarani
2189226672,Jad A. Atweh
2261190272,Sara L. Riggs
2140608288,Alessandra Barbosa
2253623532,Anthony J. Ries
2265829721,Matias J Ison
2058711518,Werner Seitz
17231207,Artyom Zinchenko
2244386464,Hermann J. Müller
48236168,T. Geyer
2306670281,Brian A. Anderson
2316921404,Zhonghao He
108064006,Jascha Achterberg
2316860754,Katie Collins
2290076545,Kevin K. Nejad
28049222,Danyal Akarca
2317028806,Yinzhu Yang
2056771333,Wes Gurnee
2226897111,Ilia Sucholutsky
2316896873,Yuhan Tang
2316859727,Rebeca Ianov
2316860449,George Ogden
2316889451,Chole Li
2299735843,Kai J. Sandbrink
2316860192,Stephen Casper
2316861213,Anna Ivanova
2309490623,Grace W. Lindsay
46197372,Hanshu Zhang
2316251688,Peng-Fei Zhu
2316372406,Cheng-Ta Yang
4038519,Kambiz Esfandi
46214965,Saeed Afsar
2316201966,Kate Richards
2265305422,D. Hedderley
2316231105,Samuel D J Brown
2316198999,Adriana Najar-Rodriguez
2316196977,Mike Ormsby
2310596263,Gregory Davis
38993908,Ninad B. Kothari
11422643,Arunima Banerjee
2174213183,Qingcheng Zhang
91328989,Wen-Kai You
4566280,S. P. Mysore
2305046724,Yujie Zheng
102586704,Jiafei Lou
2305001838,Yunrong Lu
2145250267,Zhi Li
2112750465,Jennifer Wagner
2307275961,A. Zurlo
2307276482,Elena Rusconi
3756587,D. Walper
2239183256,Alexandra Bendixen
2236474122,Sabine Grimm
2238408720,Anna Schubö
2239183248,Wolfgang Einhäuser
2307394461,Xuehang Guo
2307279318,Anfeng Peng
2260824207,Lesong Jia
2307567940,Michael Lewis
2301667468,Mazyar Fallah
2301668361,Juhee Haam
2301657280,Ada Ledonne
2301093391,Kim Kargut
1693768,C. Gutwin
1802643,A. Cockburn
2118759264,Yue Shi
2300730606,Y. Zhang
5334022,Haokui Xu
7934217,Jifan Zhou
2238264549,Mowei Shen
2297177922,Tamara Watson
2285905408,Markus Lappe
2236496653,Maren Westendorf
40159169,S. Durant
27005892,Marcus Sefranek
5750434,N. Zokaei
2261897591,Anna C. Nobre
2248761764,Cécile Gal
5404306,Ioana Tincas
2993011,V. V. Moca
5171820,Andrei Ciuparu
2296416384,E. L. Dan
2249027703,Marie L. Smith
2287650,T. Gliga
47104677,R. Muresan
2284593233,Ian Tenney
2291067498,Ryan Mullins
2295991181,Bin Du
2291065472,Shree Pandya
1768057,Minsuk Kahng
2275186508,Lucas Dixon
134268240,Kiomars Sharifi
6248677,Mojtaba Abbaszadeh
46861734,A. Ghazizadeh
2295700240,Mengyu Tian
121653625,Yuzhu Ji
2108705551,Runzhou Wang
40342579,Hong-Yan Bi
5359440,Stephen H. Adamo
2294065416,Rachel Brem
3388419,S. Mitroff
104358156,Chaomeng Liu
2237595432,Li Li
1387712434,Dandi Zhu
2257999416,Shuo Lin
2257686815,Li Ren
2284288255,Wenfeng Zhen
2258337432,Weihao Tan
2257131655,Li-na Wang
2284623280,Lu Tian
2284308829,Qian Wang
2060390497,Peixian Mao
49049479,Wei-gang Pan
2257276664,Bing Li
2284260216,Xin Ma
1405223406,Ibrahim Dahlstrom-Hakki
12111783,Zachary Alstad
1403815423,J. Asbell-Clarke
31780159,Teon Edwards
2141078359,Lu-Chun Yeh
1967895,Sushrut Thorat
2278820884,Bochao Zou
2279027355,Zhe Huang
1403275366,Abla Alaoui-Soce
2246180151,Jeremy M. Wolfe
2274074330,Yuxuan Wang
153500537,Y. Maeda
2273992772,Taishin Nomura
2273998674,Masako Ishii
2248790185,Loredana E. Dan
2125406923,Ikko Kimura
2005391642,H. Noyama
1381284929,Ryoji Onagawa
40081256,M. Takemi
2993974,R. Osu
2159023977,Jun I. Kawahara
2254214046,Sarah Jasmin Nachtnebel
2254229080,A. J. Cambronero-Delgadillo
2254203856,Linda Helmers
2254198466,Anja Ischebeck
40564466,Margit Höfler
1997572,M. Ison
2237617280,Andres H Mendez
2237737469,Chen Yu
2170188901,Linda B. Smith
2268353332,Mohamad El Iskandarani
33822413,A. Harris
50247443,Joshua O. Eayrs
2576945,N. Lavie
118097170,Lindsay Plater
40465307,M. Giammarco
2037134640,Samantha Joubran
1398827516,Naseem Al-Aidroos
145569345,H. Kondo
2810104,Hiroki Terashima
47650987,Ken Kihara
1757663,T. Kochiyama
2068638034,Y. Shimada
47412608,J. Kawahara
150340681,Wayne Wu
146141516,Abdolvahed Narmashiri
10777308,Mohammad Hossein Nadian
2226743843,Inga M Grössle
104755978,Daniel Schmid
7595315,Christian Jarvers
144718494,H. Neumann
2248449,N. Vibert
88726403,Daniel Darles
24973159,C. Ros
29401868,Jason L. G. Braasch
2489083,J. Rouet
2067422,K. Dent
2203446638,Amin Panjehpour
2203441803,Mohammad Amin Alemohammad
89472280,A. Ghavampour
2493872,Edward F. Ester
144091630,Asal Nouri
1411105659,Zachary Hamblin-Frohman
4339352,Hongfeng Xia
123106068,Zeguo Qiu
4664021,P. Constable
2127489417,Lynne Loh
2156195089,Mallika Prem-Senthil
1398920601,F. Marmolejo‐Ramos
1397103091,Thomas L. Botch
2140430837,Brenda D. Garcia
51935600,Yeo Bi Choi
2200698932,Nicholas Feffer
6901822,Caroline E. Robertson
31836187,J. Adams
2147368,J. Hamell
30947799,Phillip M. Walker
2197824377,Koralalage Don Raveen Amarasekera
2057849370,Takuya Ideriha
47022035,Junichi Ushiyama
144861355,T. Visser
47664373,Michael C. W. English
5311676,M. Maybery
2184906758,Beatriz Gil-Gómez de Liaño
1403264445,Adrián R. Muñoz-García
1402275065,E. Pérez-Hernández
104433869,F. V. D. Oever
34598120,V. Gorobets
3562329,Bjørn Saetrevik
1685537,M. Fjeld
143717147,A. Kunz
2050765875,Olga Lukashova-Sanz
1381865439,R. Agarwala
47627661,S. Wahl
2064887646,Erin M. Anderson
5495547,Eric S. Seemiller
2836466,Linda B. Smith
5304677,S. Valdois
1865384,D. Lewkowicz
5647852,M. Schmuckler
2053001357,Vishakha Agrawal
2130232751,Anna Kosovicheva
6926414,Benjamin Wolfe
2171075316,Rumandeep K. Hayre
2608309,Lucy Cragg
2601771,H. Allen
35440753,A. Abdolalizadeh
145032298,S. Nabavi
144280485,T. Watson
6163081,Louis K. H. Chan
2164295614,Winnie W. L. Chan
1990729802,James P Wilmott
152375538,Mukesh Makwana
38986620,Joo-Hyun Song
1432776978,C. Brown
9311981,Mohsina Ishrat
1977837,Pawanesh Abrol
40087969,R. Micheletto
2118947493,Jung-Min Park
2088934299,Lucas Jurgensen
2116148247,Xiyu Guo
2136627960,J. Wang
49025012,Jianping Huang
2304878,Xiaoang Wan
4047581,Nir Shalev
1692729,A. Nobre
27032905,Mary E. Frame
52227138,Anna M. Maresca
2460945,A. S. Boydstun
2053511348,Rik Warren
3004352,B. Anderson
71770274,Haena Kim
4277501,A. Kim
2109775,Ming-Ray Liao
2125977304,Lana Mrkonja
144653218,Andrew Clement
153093669,Laurent Grégoire
2073950,Viorica Marian
46371008,Sayuri Hayakawa
7753097,Scott R. Schroeder
1379947857,A. Seeliger
2122961357,Gerrit Merz
2575786,Christian Holz
3207649,S. Feuerriegel
1410992627,Oryah C Lancry-Dayan
1712636,M. Gamer
2120241135,Kavitha Venkataramanan
2120221275,Swanandi Gawde
4674644,Amithavikram R Hathibelagal
25696857,S. Bharadwaj
1976590312,Thomas Cherian
2327861767,SP Arun
38995848,H. Godwin
2107005717,Katrín J Alexdóttir
6788586,Stephen C. Walenchok
32411510,Anthony S. Barnhart
1860880222,Stanislas Huynh Cong
2577502,D. Kerzel
153051105,Samuel G. Robson
37008037,J. Tangen
4527578,R. Searston
5517962,V. Nityananda
3266933,L. Chittka
1672377381,Alex M. Winsor
4330184,G. F. Pagoti
2046116682,Daniel Daye
4196457,E. Cheries
2725750,K. Cave
35644692,E. Jakob
2005551882,Hannah R Wilkinson
2942297,G. Scerif
7813439,F. van Ede
40175508,S. Quero
1400963603,N. Párraga-Niño
1403302827,M. García-nuñez
1400910867,M. Pedro-Botet
4771432,L. Gavaldá
50497145,L. Mateu
5758400,M. Sabrià
2414385,J. Mòdol
6410927,D. Quarona
1995015370,M. Raffuzzi
37472941,M. Costantini
2076041,C. Sinigaglia
46861065,Patrick H. Cox
51321083,A. Board
87210603,L. Eberhardt
3120458,A. Huckauf
152872904,Aaron D. Garcia
2364491,E. Buffalo
2264477409,Fatma E. Ibrahim
48181060,Neven Elsayed
1394247009,Hala H. Zayed
2142109861,B. Henke
118313735,Assaf Weksler
4100398,C. Firestone
2066711884,Jorge Morales
2556246,Bence Nanay
40953457,S. Clarke
2161942152,Andrea Blomkvist
39132047,Brett Karlan
80651325,A. Kerr
5452602,D. Barack
2576475,John Schwenkler
1870116,Y. Yeshurun
2037125278,Tim Lauer
2057467201,Christopher Ferguson
1714021,E. V. D. Broek
2447073,H. Oostendorp
48678884,Berit Brogaard
2276101848,Thomas Alrik Sørensen
102682486,Lmu Munich
2237501965,Germany
2333134813,Lmu Liao
2249254794,Munich
2333112942,Rulu Liao
2115171419,Faadihilah Ahnaf Faiz
7487040,S. Wibirama
2085285024,Hafzatin Nurlatifa
2286465418,Noor Akhmad Setiawan
2060927098,Petr Adámek
50823888,Dominika Grygarová
2163170919,Lucia Jajcay
2740006,E. Bakštein
2115063650,Petra Fürstová
2284773824,Veronika Juríčková
90769851,Juraj Jonáš
2279094849,Veronika Langová
2284775326,Iryna Neskoroďana
93285585,L. Kesner
2279087927,Jiří Horáček
2280989720,Huazhou He
12661879,Pinghua Xu
2203417827,Jing Jia
2203419210,Xiaowan Sun
2210344780,Jingwen Cao
2163675860,Yaonai Wei
2280082560,Chong Ma
2215167446,Tianyang Zhong
2238954278,Lei Du
2239052067,Tuo Zhang
2108965026,Songyao Zhang
2257129705,Li Yang
2254792688,Tianming Liu
2239125771,Han Zhang
1669702682,Zhibin He
2144460985,Muheng Shang
2161945158,Jun-Feng Han
50976892,Guy Lorberbom
2064713742,Itai Gat
2727584,Yossi Adi
2068227,A. Schwing
1918412,Tamir Hazan
2149111500,Xiao Jin
2989256,Peiguang Jing
2118431861,Jiesheng Wu
2155954606,Jing Xu
2788104,Yuting Su
145993626,Jiawen Kang
2175043468,Hongyang Du
41018841,Zonghang Li
2943819,Zehui Xiong
3431752,Shiyao Ma
1713586,D. Niyato
152244300,Yuan-Fang Li
9147639,Reshmi S. Bhooshan
2285061555,Suresh K
2052198616,Akis Linardos
147751058,Ori Press
2256998402,Matthias Bethge
2323922349,Ashutosh Kumar
1510768577,Ruixuan Chen
2115585741,Xiao Yao
2111106483,Yifeng Zeng
1977728,Rick Salay
1726889,K. Czarnecki
3202948,Seba Susan
47959959,J. Malhotra
3208184,S. Szénási
9717627,Gábor Kertész
80825310,Chaofei Tang
3123725,Nurbol Luktarhan
2109933437,Yuxin Zhao
2326825002,Lijun Qin
2301246748,Yongjie Li
2326690651,Chuan Lin
2005474404,Binwei Xu
2070440739,Ronghua Liang
2149069704,Peng Chen
2100682951,Peng Peng
2153031949,Kai-Fu Yang
2158559342,Si-Qin Liang
6960951,Yongjie Li
2150349456,De-Huai He
2149457552,Xue-Mei Wan
2057533448,Fengjun Xiao
2111313680,Hong-Mei Yan
2143980190,Ewa Rudak
104035754,Filip Rynkiewicz
25832530,Marcin Daszuta
2073468298,Ł. Sturgulewski
69045074,J. Lazarek
102526598,Tho Nguyen Duc
145111410,Chanh Minh Tran
1412637932,Tan Phan-Xuan
1740935,E. Kamioka
13196379,Aditya Jonnalagadda
152876475,W. Wang
32911505,Grace W. Lindsay
27044187,Raul Grieben
2298297180,Gregor Schöner
2276608498,A. Dutta
2271800064,Srijan Das
2271247348,Jacob Nielsen
2271681814,Rajatsubhra Chakraborty
2273702659,Mubarak Shah
2264348353,Mohit K. Sharma
2263527751,Chen-Feng Liu
2085648108,Ibrahim Farhat
2191013330,Nassim Sehad
1931304,W. Hamidouche
145118318,M. Debbah
48354614,Zhenzhong Chen
2042608,Songnan Li
1579769878,Shan Liu
2110175408,Jiacheng Wang
47540395,Junshan Zhang
2158524414,X. Shen
2065002919,H. Du
34841193,Dong In Kim
2073468168,P. Uribe
98237725,J. Angás
2089218690,Francisco Romeo
1403150812,F. Pérez-Cabello
2089294208,Diego Santamaría
40312005,Y. Akbari
2380070,Noor Almaadeed
31330222,S. Al-Maadeed
3436875,O. Elharrouss
2164385443,Noor Almaadeed
2193510033,S. Al-Maadeed
31357450,Anne-Flore Perrin
21120270,O. Le Meur
49046979,Chen-Feng Liu
2237985832,Mérouane Debbah
2108326383,Yunzuo Zhang
2216427834,Tian Zhang
2214167631,Cunyu Wu
2216549436,Yuxin Zheng
2089568904,Yifei Shan
2190901908,Wenqian Chen
2109036211,Yue Wu
2125710218,Praben Hansen
2333593,S. Perrault
2108352689,Guan-qing Li
33857726,Zhi-yong Song
145142015,Q. Fu
2293664568,Kun Sun
2155889534,Rong Wang
2213083189,Han-Yi Tseng
118130234,H. Chuang
2328826502,Da-Lun Tang
2329165092,Chih-Wei Wen
2224048293,Nicholas J Wyche
2243451290,Mark Edwards
2028438,Stephanie C. Goodhew
2277838953,Jeremy M Wolfe
8592850,Santani Teng
2287439407,Caroline Danforth
2044298606,Nickolas Paternoster
2135046314,Michael Ezeana
2287223285,Amrita Puri
1452319279,Andrea Ghiani
2105468896,David Mann
2277499818,Eli Brenner
2276501495,Priyanka Maniarasu
2276500856,Prathamesh Harshad Shasane
2276500546,Vijaya H Pai
51127253,N. Kuzhuppilly
2276500527,Ramesh S Ve
23284117,Shonraj Ballae Ganeshrao
2268242226,Yue Wu
2178905395,Na Li
2178404542,Lei Xia
2116575786,Shanshan Zhang
10966268,Fangfang Liu
2268297614,Miao Wang
2565032,Mark Edwards
2189764774,Elizabeth H. Hall
11399198,Ching-Chih Liao
1418101758,Jatheesh Srikantharajah
1828871,C. Ellard
1402992180,Alex Muhl-Richardson
1404685219,M. Tortosa-Molina
39535565,S. Recio
29200020,Maximilian G. Parker
2130759163,Greg Davis
2179193265,Zoe Loh
52214094,Hassan Shahmohammadi
2087691880,Maria Heitmeier
1405813783,Elnaz Shafaei-Bajestan
1809190,H. Lensch
